timestamp,region,actual_demand_mw,forecast_demand_mw,rooftop_actual_mw,rooftop_forecast_mw
2026-06-18 03:30:00,TAS1,,968.0,,0.0
2026-06-18 03:30:00,VIC1,,4200.49,,0.0
2026-06-18 04:00:00,NSW1,,6949.75,,0.0
2026-06-18 04:00:00,QLD1,,5611.35,,0.0
2026-06-18 04:00:00,SA1,,1438.0,,0.0
2026-06-18 04:00:00,TAS1,,963.0,,0.0
2026-06-18 04:00:00,VIC1,,4168.27,,0.0
2026-06-18 04:30:00,NSW1,,7010.77,,0.0
2026-06-18 04:30:00,QLD1,,5708.85,,0.0
2026-06-18 04:30:00,SA1,,1431.97,,0.0
2026-06-18 04:30:00,TAS1,,967.0,,0.0
2026-06-18 04:30:00,VIC1,,4193.44,,0.0
2026-06-18 05:00:00,NSW1,,7088.91,,0.0
2026-06-18 05:00:00,QLD1,,5843.85,,0.0
2026-06-18 05:00:00,SA1,,1427.74,,0.0
2026-06-18 05:00:00,TAS1,,977.0,,0.0
2026-06-18 05:00:00,VIC1,,4239.52,,0.0
2026-06-18 05:30:00,NSW1,,7329.95,0.0,0.0
2026-06-18 05:30:00,QLD1,,6065.92,0.0,0.0
2026-06-18 05:30:00,SA1,,1441.72,0.0,0.0
2026-06-18 05:30:00,TAS1,,1000.0,0.0,0.0
2026-06-18 05:30:00,VIC1,,4381.24,0.0,0.0
2026-06-18 06:00:00,NSW1,,7452.83,0.0,0.0
2026-06-18 06:00:00,QLD1,,6216.29,0.0,0.0
2026-06-18 06:00:00,SA1,,1417.43,0.0,0.0
2026-06-18 06:00:00,TAS1,,1016.0,0.0,0.0
2026-06-18 06:00:00,VIC1,,4624.27,0.0,0.0
2026-06-18 06:30:00,NSW1,8272.38,7972.38,,0.0
2026-06-18 06:30:00,QLD1,6763.66,6563.43,,0.0
2026-06-18 06:30:00,SA1,1487.79,1478.9,,0.0
2026-06-18 06:30:00,TAS1,1141.74,1103.0,,0.0
2026-06-18 06:30:00,VIC1,5219.1,5033.19,,0.0
2026-06-18 06:35:00,NSW1,8378.29,,,
2026-06-18 06:35:00,QLD1,6851.17,,,
2026-06-18 06:35:00,SA1,1496.98,,,
2026-06-18 06:35:00,TAS1,1142.74,,,
2026-06-18 06:35:00,VIC1,5263.68,,,
2026-06-18 07:00:00,NSW1,,8516.77,,0.0
2026-06-18 07:00:00,QLD1,,6804.73,,72.066
2026-06-18 07:00:00,SA1,,1570.93,,0.0
2026-06-18 07:00:00,TAS1,,1161.0,,0.0
2026-06-18 07:00:00,VIC1,,5439.33,,0.0
2026-06-18 07:30:00,NSW1,,8886.32,,110.105
